index,Diameter (nm),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
3612,14.0,87,3.144583317520823e-06,41.845173,0,0,9,11,0,29,24,14,15,60.0843,2.926666666666666,18,0.54
1385,1.5,103,0.01,14.259,24,0,5,14,3,11,24,17,7,196.966569,2.54,2,1.07
530,50.0,6,0.05,74.936,10,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
453,30.0,53,0.05,67.133,0,0,9,7,1,1,24,16,7,107.8682,1.93,0,1.086666666666667
4741,200.0,48,0.008,92.982,0,0,5,2,1,16,24,17,7,81.4084,2.545,20,0.88
2143,33.0,28,0.0007954539999999,38.425575,0,0,5,2,0,32,48,16,20,79.5454,2.67,10,0.82
4608,112.0,22,1.310276996161598e-09,81.052635,0,0,5,2,0,35,24,14,15,81.4084,2.545,20,0.88
4451,30.0,44,0.00625,88.267,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
410,29.57,46,0.025,61.897,0,0,5,5,1,21,48,5,0,107.8682,1.93,0,1.086666666666667
736,39.7,30,0.005,95.38,0,1,5,2,1,14,12,17,7,101.9612772,2.708,1,0.675
124,29.57,47,0.25,3.8523,0,0,5,2,1,7,72,17,7,107.8682,1.93,0,1.086666666666667
4603,14.0,87,1.174880797590493e-06,27.747828,0,0,9,11,0,29,24,23,20,81.4084,2.545,20,0.88
4643,165.0,5,2.048968850670141e-10,34.67651,0,0,5,2,0,45,48,18,21,81.4084,2.545,20,0.88
4343,150.0,25,2.158652437067873e-11,90.97744,0,1,5,3,0,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
889,5.2,33,0.05,96.796,8,0,5,2,1,17,48,5,0,196.966569,2.54,2,1.07
851,5.0,6,0.05,99.758,8,0,5,2,1,17,24,7,7,196.966569,2.54,2,1.07
3880,307.6,47,0.01,94.894,0,0,5,2,1,7,48,17,7,60.0843,2.926666666666666,18,0.54
4630,165.0,5,5.122422126675351e-11,88.99784,0,0,5,2,0,45,24,18,21,81.4084,2.545,20,0.88
312,14.7,22,2.055232578943638e-08,96.02428,0,0,5,2,0,35,24,20,9,107.8682,1.93,0,1.086666666666667
440,100.0,53,0.01,102.8,0,0,9,7,1,1,24,16,7,107.8682,1.93,0,1.086666666666667
4313,20.0,20,1.871204855393443e-07,90.0,0,0,13,2,0,42,24,18,21,79.8658,2.806666666666667,19,0.8516666666666667
2151,239.0,30,1.46424195801364e-11,84.26966,0,1,5,0,0,38,12,17,20,79.5454,2.67,10,0.82
3354,13.5,65,4.689255281653665e-06,56.666668,33,0,5,2,0,33,48,10,16,195.084,2.28,16,0.805
3099,18.4,94,0.05,80.914,27,0,5,2,1,18,24,17,7,231.5326,2.75,11,0.8525
3208,639.0,30,1.368414584861392e-14,97.75281,0,1,5,0,0,38,24,17,20,40.3044,2.375,12,0.86
1906,20.3,59,4.264710025597071e-07,105.58918,0,0,9,3,0,27,24,17,20,172.1148,2.666666666666667,7,1.08
235,7.5,48,5.41106845877295e-08,83.15533,0,0,5,2,0,40,28,3,9,107.8682,1.93,0,1.086666666666667
4781,90.0,48,0.008,95.748,0,0,5,2,1,16,24,17,7,81.4084,2.545,20,0.88
2675,145.8,90,7.053159795596625e-11,89.08297,32,0,5,2,0,31,72,16,20,231.5326,2.75,11,0.8525
1275,28.18,74,0.0196966569,99.95546,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
4297,123.0,40,3.217777271163934e-09,89.4079,53,0,5,0,2,45,48,16,20,79.8658,2.806666666666667,19,0.8516666666666667
602,50.0,32,0.025,53.985,8,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
3703,437.0,83,1.680181767053468e-12,120.0,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1941,12.5,43,0.00156,98.236,0,0,5,2,1,8,24,17,7,172.1148,2.666666666666667,7,1.08
4891,141.0,92,0.001,91.888,0,0,11,3,1,10,12,17,7,81.4084,2.545,20,0.88
4723,45.3,30,0.005,91.776,0,1,5,2,1,14,12,17,7,81.4084,2.545,20,0.88
1549,95.5,32,7.273516375853034e-06,36.0,0,0,5,3,0,45,24,18,21,632.5663,2.586144578313253,4,0.3
750,28.0,20,0.005,98.789,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
2309,30.0,73,2.076002747962153e-06,95.90733,16,1,5,10,0,29,72,18,21,231.5326,2.75,11,0.8525
291,92.0,24,4.19198289774838e-10,12.871026,8,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1423,30.0,70,1.044902e-05,76.666664,52,0,5,3,0,30,48,17,20,208.9804,2.02,3,1.035
4859,100.0,91,0.02,92.795,0,0,5,2,1,4,24,19,5,81.4084,2.545,20,0.88
139,50.0,32,0.1,79.795,11,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
637,50.0,6,0.0125,75.064,11,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
708,29.57,46,0.6,4.9767,0,0,5,5,1,21,72,17,7,107.8682,1.93,0,1.086666666666667
2871,8.0,35,0.002,97.629,7,0,5,2,3,15,48,17,7,231.5326,2.75,11,0.8525
2145,33.0,90,0.0007954539999999,41.71446,0,0,5,2,0,31,48,16,20,79.5454,2.67,10,0.82
3619,369.0,6,4.29346694174212e-10,96.969696,0,0,5,2,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
3668,437.0,83,2.688290827285549e-11,114.13043,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
2097,88.5,6,1.168783423773078e-08,77.01863,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
3377,13.5,65,4.689255281653665e-06,49.419353,33,0,5,2,0,33,72,10,16,195.084,2.28,16,0.805
4330,150.0,25,2.271982228033846e-08,70.17544,0,1,5,3,0,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
3465,24.6,35,0.36,54.15,0,0,5,2,3,15,48,16,7,195.084,2.28,16,0.805
2422,145.8,87,1.130314069807151e-09,39.68158,32,0,9,11,0,29,168,15,22,231.5326,2.75,11,0.8525
3713,96.0,22,3.250964740998874e-09,106.995285,0,0,5,2,0,35,24,17,15,60.0843,2.926666666666666,18,0.54
1054,13.0,10,0.001298,97.461,8,0,9,3,3,11,48,19,5,196.966569,2.54,2,1.07
3398,13.5,47,1.172313820413416e-06,45.0,19,0,5,2,0,34,72,10,16,195.084,2.28,16,0.805
523,50.0,6,0.1,41.432,8,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
4906,50.0,71,0.01,15.152,0,1,9,7,1,19,24,17,7,81.4084,2.545,20,0.88
3678,115.0,44,1.5021075e-10,90.688255,0,1,5,0,2,48,48,4,9,60.0843,2.926666666666666,18,0.54
2479,12.0,47,0.0001621877146845,118.42655,3,0,5,2,0,34,6,3,9,231.5326,2.75,11,0.8525
3181,39.2,30,0.0001,100.0,0,1,5,2,1,14,12,17,7,40.3044,2.375,12,0.86
2686,30.0,73,5.190006869905383e-08,97.708336,16,1,5,10,0,29,24,18,21,231.5326,2.75,11,0.8525
4444,21.0,7,0.04,132.0,0,0,5,2,1,22,6,16,7,79.8658,2.806666666666667,19,0.8516666666666667
2262,10.0,6,0.1,15.011,0,0,5,2,1,17,24,16,7,79.5454,2.67,10,0.82
1169,90.0,75,0.01,81.459,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
1325,18.0,0,0.005,79.348,0,0,5,9,1,3,24,19,5,196.966569,2.54,2,1.07
4851,100.0,91,0.035,68.996,0,0,5,2,1,4,24,19,5,81.4084,2.545,20,0.88
359,20.0,61,2.040154236676182e-08,109.41936,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
149,29.57,47,0.25,20.37,0,0,5,2,1,7,72,19,5,107.8682,1.93,0,1.086666666666667
905,61.46,89,0.002,94.242,0,0,12,0,1,12,24,16,7,196.966569,2.54,2,1.07
228,28.41,45,1.137745337614076e-06,5.5319147,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
1650,155.0,6,1.733317715418069e-06,93.211006,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
4921,52.0,6,0.025,47.841,0,0,5,2,1,17,48,17,7,81.4084,2.545,20,0.88
3202,8.0,87,8.368190415928485e-06,116.28438,0,0,9,11,0,29,24,23,20,40.3044,2.375,12,0.86
1254,21.2,6,0.0098483284499999,100.8,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
1398,18.0,105,0.0012,79.27,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
4114,115.0,22,1.574844885282227e-09,100.0,0,0,5,2,0,35,24,15,19,79.8658,2.806666666666667,19,0.8516666666666667
425,27.1,46,0.0005,102.52,8,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
1089,21.2,74,0.0590899706999999,105.56793,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
1914,4.7,111,0.00546,82.4,0,0,9,12,1,5,24,17,7,172.1148,2.666666666666667,7,1.08
795,239.0,30,5.996465006486421e-12,101.1236,0,1,5,0,0,38,12,17,20,101.9612772,2.708,1,0.675
4681,67.0,6,7.650728479165159e-11,97.6908,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
1338,6.3,0,0.0025,102.99,0,0,5,9,1,3,24,19,5,196.966569,2.54,2,1.07
2743,145.8,87,2.825785174517878e-10,106.451614,32,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
4763,100.0,91,0.02,81.225,0,0,5,2,1,4,6,17,7,81.4084,2.545,20,0.88
909,10.0,3,0.05,99.523,8,0,5,2,1,17,72,7,7,196.966569,2.54,2,1.07
3217,14.0,97,7.633750982421941e-06,29.875519,0,0,5,3,0,32,48,15,12,70.937445,2.495,13,0.6483333333333333
2925,42.5,30,1e-05,95.066,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
1263,27.17,6,0.1378765983,85.523384,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
952,61.06,16,0.01,113.05,8,1,5,3,4,21,96,16,7,196.966569,2.54,2,1.07
1208,25.0,66,2.069265452158231e-07,62.41379,0,0,5,2,0,33,48,17,20,196.966569,2.54,2,1.07
512,47.0,16,0.002,112.25,0,1,5,3,4,21,96,16,7,107.8682,1.93,0,1.086666666666667
2779,326.5,94,2.013038793822099e-12,88.359535,50,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
1633,155.0,6,2.67382135042154e-06,80.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
3090,10.9,91,0.05,99.633,26,0,5,2,1,4,6,19,5,231.5326,2.75,11,0.8525
3446,24.6,35,0.18,86.877,0,0,5,2,3,15,24,19,5,195.084,2.28,16,0.805
307,14.7,22,1.541424434207729e-07,92.2003,0,0,5,2,0,35,24,20,9,107.8682,1.93,0,1.086666666666667
365,10.0,61,3.264246778681891e-08,99.6129,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
3630,375.4,83,1.359199362692383e-09,71.73913,34,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
2118,88.5,6,3.633049799664482e-09,43.229813,0,0,5,2,0,41,24,18,21,143.0914,2.413333333333334,10,0.82
2950,28.33,110,0.0001,87.482,0,1,9,3,1,21,24,17,7,231.5326,2.75,11,0.8525
3598,14.23,48,0.2,55.263,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
4290,160.5,7,2.896517785003655e-10,108.0,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
4798,75.0,62,0.5,78.957,0,1,5,6,1,2,3,15,8,81.4084,2.545,20,0.88
2360,274.1,94,3.402315585404809e-10,85.35354,49,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
2332,361.4,90,1.855441514797428e-11,63.54501,28,0,5,2,0,31,72,9,9,231.5326,2.75,11,0.8525
2396,145.8,90,1.412892587258939e-10,76.949152,32,0,5,2,0,31,4,14,15,231.5326,2.75,11,0.8525
580,29.57,46,0.8,5.1724,0,0,5,5,1,21,48,5,0,107.8682,1.93,0,1.086666666666667
4514,165.0,5,8.19587540268056e-14,99.02918,0,0,5,2,0,45,6,18,21,81.4084,2.545,20,0.88
1482,20.0,47,1.044902e-05,48.235294,25,0,5,2,0,34,24,15,12,208.9804,2.02,3,1.035
3908,100.33,48,0.1,56.322,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
3207,639.0,30,1.368414584861392e-16,97.75281,0,1,5,0,0,38,12,17,20,40.3044,2.375,12,0.86
47,28.41,47,8.533090032105572e-08,58.98305,0,0,5,2,0,34,24,17,20,107.8682,1.93,0,1.086666666666667
2024,30.0,87,8.634155399995486e-25,76.29261,0,0,9,11,0,29,24,15,12,51.9961,1.66,9,0.94
3975,199.89,6,0.2,50.797,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
4474,25.0,7,0.06,117.14,0,0,5,2,1,22,3,16,7,79.8658,2.806666666666667,19,0.8516666666666667
4407,42.3,48,0.025,90.794,0,0,5,2,1,16,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2598,361.4,87,3.710883029594856e-11,92.787405,28,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
3501,20.12,64,0.005,67.581,0,0,5,2,1,6,72,17,7,195.084,2.28,16,0.805
666,20.0,78,0.0046,95.455,33,0,12,7,1,17,24,23,7,107.8682,1.93,0,1.086666666666667
1663,40.0,55,0.025,36.129,0,0,5,6,1,4,24,17,7,1526.45392,2.564830917874396,4,0.3
2830,10.0,91,0.005,93.555,36,0,5,2,1,4,6,19,5,231.5326,2.75,11,0.8525
3750,25.0,44,1.5021075e-09,103.414635,0,1,5,0,2,48,48,4,9,60.0843,2.926666666666666,18,0.54
2228,46.3,30,0.01,42.951,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
2258,28.2,6,0.01,66.739,0,0,5,2,1,17,48,11,0,79.5454,2.67,10,0.82
4334,150.0,25,3.539953307063455e-10,94.23559,0,1,5,3,0,45,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1935,12.5,43,0.0125,95.414,0,0,5,2,1,8,24,17,7,172.1148,2.666666666666667,7,1.08
537,100.0,23,0.5,-1.3769,0,1,5,3,3,11,72,7,7,107.8682,1.93,0,1.086666666666667
2289,3.0,34,0.0382443999999999,95.936755,0,0,5,2,2,39,48,23,20,95.61099999999999,2.24,10,0.82
4228,160.5,7,8.689553355010964e-10,104.0,0,0,5,2,0,46,3,16,20,79.8658,2.806666666666667,19,0.8516666666666667
337,60.0,61,7.556126802504375e-10,110.451614,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
1723,30.29,15,0.02,76.967,16,0,12,3,1,5,24,17,7,720.642,2.55,4,0.3
1252,27.17,6,0.0098483284499999,95.412025,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
902,33.69,16,0.004,153.91,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1193,28.18,6,0.0590899706999999,95.67929,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
1591,360.0,59,1.037592995676194e-07,94.04658,0,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
4379,124.9,5,2.458521360223581e-10,85.71429,0,0,5,2,0,45,24,18,21,79.8658,2.806666666666667,19,0.8516666666666667
3494,4.0,47,0.4,57.109,33,0,5,2,1,7,24,12,4,195.084,2.28,16,0.805
4074,50.0,5,0.08,90.295,0,0,5,2,1,21,6,19,5,79.8658,2.806666666666667,19,0.8516666666666667
409,65.0,6,0.05,74.286,0,0,5,2,1,17,48,17,7,107.8682,1.93,0,1.086666666666667
4138,25.0,6,0.05,87.07,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2633,30.0,73,5.190006869905383e-07,93.42282,16,1,5,10,0,29,72,17,20,231.5326,2.75,11,0.8525
1095,21.2,74,0.0098483284499999,99.42094,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
2501,361.4,87,7.421766059189711e-11,43.75,28,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
3971,21.06,76,0.1,44.39,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
206,8.5,48,2.655106866383459e-08,159.00958,32,0,5,2,0,40,24,18,21,107.8682,1.93,0,1.086666666666667
4743,173.48,8,0.005,94.934,0,0,9,7,1,4,24,7,7,81.4084,2.545,20,0.88
281,28.41,47,5.688726688070381e-08,10.833333,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
2414,361.4,90,3.710883029594856e-11,162.86815,28,0,5,2,0,31,72,16,20,231.5326,2.75,11,0.8525
1210,25.0,66,2.069265452158232e-09,80.0,0,0,5,2,0,33,48,17,20,196.966569,2.54,2,1.07
3340,4.0,64,0.025,96.262,33,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
4761,100.0,91,0.01,95.85,0,0,5,2,1,4,6,17,7,81.4084,2.545,20,0.88
4788,90.0,48,0.16,23.607,0,0,5,2,1,16,24,17,7,81.4084,2.545,20,0.88
2792,18.4,94,1.124729878072519e-06,87.37374,27,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
4812,20.0,37,0.75,39.665,0,0,5,3,4,17,48,17,7,81.4084,2.545,20,0.88
3564,100.0,46,0.05,20.841,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
4439,80.0,44,0.05,85.921,0,1,5,0,3,24,24,7,7,79.8658,2.806666666666667,19,0.8516666666666667
3287,21.6,48,0.025,92.71,0,0,5,2,1,16,24,19,5,74.69279999999999,2.675,15,0.74
3316,20.12,64,0.005,70.0,0,0,5,2,1,6,48,17,7,195.084,2.28,16,0.805
2321,361.4,87,1.855441514797428e-11,115.27696,28,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
1302,18.0,70,0.0012,81.037,0,0,5,3,1,3,24,19,5,196.966569,2.54,2,1.07
2258,28.2,6,0.01,66.739,0,0,5,2,1,17,48,11,0,79.5454,2.67,10,0.82
4027,35.0,87,7.948502224812706e-21,82.35294,0,0,9,11,0,29,96,15,12,47.867,1.54,19,0.8516666666666667
1476,20.0,70,1.044902e-06,82.35294,25,0,5,3,0,30,24,15,12,208.9804,2.02,3,1.035
526,50.0,32,0.025,96.164,10,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
4602,19.0,87,3.091649709927492e-07,52.12703,0,0,9,11,0,29,24,14,15,81.4084,2.545,20,0.88
4031,35.0,87,7.948502224812707e-25,85.55193,0,0,9,11,0,29,24,15,12,47.867,1.54,19,0.8516666666666667
4053,38.0,29,2.182481242622473e-08,91.63636,0,1,5,0,0,26,24,13,15,79.8658,2.806666666666667,19,0.8516666666666667
413,90.0,22,0.01,79.17,0,0,5,2,1,8,24,7,7,107.8682,1.93,0,1.086666666666667
1739,15.0,59,0.04,89.58,16,0,9,3,1,9,24,19,5,840.749,2.55,4,0.3
4468,21.0,37,0.75,50.279,0,0,5,3,4,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
744,39.7,30,0.0001,97.69,0,1,5,2,1,14,12,17,7,101.9612772,2.708,1,0.675
2520,8.5,83,3.472989,4.545454545454546,48,0,12,4,0,25,144,15,12,231.5326,2.75,11,0.8525
2641,145.8,90,2.825785174517878e-10,19.618906,32,0,5,2,0,31,168,15,22,231.5326,2.75,11,0.8525
1873,170.0,41,1.013274584987603e-08,85.35565,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
1744,15.0,48,2.330147281585076e-07,120.111115,0,0,5,2,0,40,24,18,21,104.14912,2.375,4,0.3
1249,27.17,6,0.0196966569,91.67038,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
2580,957.0,30,7.994032100825752e-12,84.909859,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
4139,25.0,6,0.01,92.19,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4206,24.59,22,0.003,78.394,0,0,5,2,1,8,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
2989,7.5,73,0.01,95.0,16,1,5,10,1,2,24,7,7,231.5326,2.75,11,0.8525
1131,18.0,70,0.0025,64.848,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
943,4.7,88,0.1,68.957,8,0,9,11,1,1,48,15,1,196.966569,2.54,2,1.07
3600,14.23,48,0.005,95.61,0,0,5,2,1,16,72,19,5,60.0843,2.926666666666666,18,0.54
874,50.0,75,0.025,7.2335,0,0,5,3,1,21,24,17,7,196.966569,2.54,2,1.07
4728,45.3,30,1e-05,97.705,0,1,5,2,1,14,24,17,7,81.4084,2.545,20,0.88
4476,21.0,7,0.1,139.08,0,0,5,2,1,22,6,16,7,79.8658,2.806666666666667,19,0.8516666666666667
899,33.69,16,0.0002,108.99,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1515,98.4,6,3.278276064002453e-06,79.78142,0,0,5,2,0,41,24,18,21,632.5663,2.586144578313253,4,0.3
2120,88.5,6,1.091147106858293e-07,3.9751554,0,0,5,2,0,41,24,17,20,143.0914,2.413333333333334,10,0.82
4198,24.59,6,0.003,80.283,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4628,639.0,30,1.763821445214679e-16,96.62921,0,1,5,0,0,38,12,17,20,81.4084,2.545,20,0.88
4215,11.69,51,1.43182896427082e-06,93.2735424,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
4941,10.0,6,0.05,67.1,0,0,5,2,1,17,24,15,8,123.2228,2.736666666666667,21,0.86
2441,274.1,94,6.804631170809616e-11,91.91919,49,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
850,50.0,48,0.005,102.03,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
269,7.5,48,5.41106845877295e-08,13.65854,0,0,5,2,0,40,28,14,15,107.8682,1.93,0,1.086666666666667
1916,4.7,111,0.04375,75.467,0,0,9,12,1,5,24,17,7,172.1148,2.666666666666667,7,1.08
1150,30.0,75,0.015,67.386,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
3313,13.5,65,2.344627640826832e-06,80.5435,33,0,5,2,0,33,48,10,16,195.084,2.28,16,0.805
2711,30.0,81,5.190006869905383e-06,68.59861,45,1,10,0,0,26,96,4,9,231.5326,2.75,11,0.8525
1947,17.0,44,8.5487781451118e-08,89.049774,0,1,5,0,2,48,24,13,15,58.933195,1.88,8,0.7683333333333334
2189,30.09,106,0.01,4.2389,0,1,5,14,1,4,48,19,5,79.5454,2.67,10,0.82
3589,14.23,48,0.025,78.326,0,0,5,2,1,16,72,19,5,60.0843,2.926666666666666,18,0.54
1961,30.0,87,9.786087107460691e-25,88.7468,0,0,9,11,0,29,96,15,12,58.933195,1.88,8,0.7683333333333334
4317,124.9,5,2.458521360223581e-09,80.63492,0,0,5,2,0,45,24,17,20,79.8658,2.806666666666667,19,0.8516666666666667
3667,437.0,83,5.385197971325219e-11,116.08696,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1263,27.17,6,0.1378765983,85.523384,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
8,28.41,45,7.110908360087976e-08,43.45515,0,0,5,5,0,45,48,17,20,107.8682,1.93,0,1.086666666666667
797,239.0,30,2.99823250324321e-11,33.33629000000001,0,1,5,0,0,38,12,14,15,101.9612772,2.708,1,0.675
2030,30.0,87,8.634155399995487e-24,83.631714,0,0,9,11,0,29,96,15,12,51.9961,1.66,9,0.94
1481,20.0,47,1.044902e-05,23.141573,0,0,5,2,0,34,96,15,12,208.9804,2.02,3,1.035
2205,55.8,46,0.03,49.7,0,0,5,5,1,21,24,17,7,79.5454,2.67,10,0.82
1332,6.3,0,0.0012,89.826,0,0,5,9,1,3,24,17,7,196.966569,2.54,2,1.07
801,239.0,30,5.996465006486422e-14,96.62921,0,1,5,0,0,38,24,17,20,101.9612772,2.708,1,0.675
271,28.41,47,8.533090032105572e-08,2.0833333,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
3330,20.12,64,0.04,35.968,0,0,5,2,1,6,24,17,7,195.084,2.28,16,0.805
2086,88.5,85,3.699868811506005e-07,74.07407,0,0,5,7,0,29,12,18,21,143.0914,2.413333333333334,10,0.82
1370,1.5,103,0.001,38.078,24,0,5,14,3,11,24,17,7,196.966569,2.54,2,1.07
1558,360.0,52,1.037592995676194e-07,91.83406,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
2659,145.8,90,5.651570349035755e-10,22.661545,32,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
2434,145.8,87,7.053159795596625e-11,93.7606835,32,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
3374,13.5,47,2.93078455103354e-07,67.5,19,0,5,2,0,34,72,10,16,195.084,2.28,16,0.805
4386,124.9,5,2.458521360223581e-12,100.0,0,0,5,2,0,45,6,18,21,79.8658,2.806666666666667,19,0.8516666666666667
3905,21.8,44,0.005,92.5,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
618,29.57,47,0.06,1.9967,0,0,5,2,1,7,72,5,0,107.8682,1.93,0,1.086666666666667
2552,196.4,6,1.849725341605939e-11,99.49775452,0,0,5,2,0,41,24,15,18,231.5326,2.75,11,0.8525
252,28.41,47,3.555454180043988e-07,0.0,0,0,5,2,0,34,72,3,9,107.8682,1.93,0,1.086666666666667
4396,24.0,6,0.005,101.8,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4098,11.69,60,3.57957241067705e-07,97.309417,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
3191,639.0,30,2.736829169722784e-12,93.25843,0,1,5,0,0,38,12,17,20,40.3044,2.375,12,0.86
2607,957.0,30,1.59880642016515e-11,89.88764,0,1,5,0,0,38,24,17,20,231.5326,2.75,11,0.8525
3547,18.3,92,0.1,93.57,0,0,11,3,1,10,24,17,7,60.0843,2.926666666666666,18,0.54
4827,100.0,91,0.03,60.262,0,0,5,2,1,4,48,19,5,81.4084,2.545,20,0.88
1611,188.0,6,3.978073304378161e-06,50.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
605,50.0,6,0.05,58.603,8,0,5,2,1,17,48,16,7,107.8682,1.93,0,1.086666666666667
1321,215.0,0,0.0025,26.223,0,0,5,9,1,3,24,19,5,196.966569,2.54,2,1.07
3626,14.0,87,3.930729146901029e-08,20.221264,0,0,9,11,0,29,24,14,15,60.0843,2.926666666666666,18,0.54
4308,20.0,20,3.742409710786886e-07,72.82463,0,0,13,2,0,42,24,17,20,79.8658,2.806666666666667,19,0.8516666666666667
1644,265.0,6,7.630593693588893e-07,49.541283,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
3561,15.0,46,0.08,7.6782,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
2908,8.0,35,0.0005,98.941,7,0,5,2,3,15,48,17,7,231.5326,2.75,11,0.8525
272,7.5,48,1.546019559649414e-08,96.5853658,0,0,5,2,0,40,28,14,15,107.8682,1.93,0,1.086666666666667
681,27.1,46,0.01,79.503,8,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
3186,639.0,30,1.368414584861392e-13,32.59596999999999,0,1,5,0,0,38,24,14,15,40.3044,2.375,12,0.86
