,Diameter (nm),Cell_type,Concentration (g/L),toxicity,Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
749,14.23,48,0.001,96.842,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
750,326.5,94,2.013038793822099e-12,97.88402,50,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
751,25.0,64,0.2,112.0,0,0,5,2,1,6,24,19,5,172.1148,2.666666666666667,7,1.08
752,28.2,6,0.02,126.3,0,0,5,2,1,17,4,11,0,79.5454,2.67,10,0.82
753,35.0,87,7.948502224812706e-23,84.39386,0,0,9,11,0,29,24,15,12,47.867,1.54,19,0.8516666666666667
754,8.0,87,5.230119009955303e-07,23.747091,0,0,9,11,0,29,24,14,15,40.3044,2.375,12,0.86
755,361.4,90,3.710883029594856e-11,10.169492,28,0,5,2,0,31,120,15,22,231.5326,2.75,11,0.8525
756,20.0,47,1.044902e-05,55.578434,0,0,5,2,0,34,48,15,12,208.9804,2.02,3,1.035
757,40.0,22,0.005,107.42,4,0,5,2,1,8,24,11,0,107.8682,1.93,0,1.086666666666667
758,30.0,6,0.1,0.7782,0,0,5,2,1,17,48,7,7,79.5454,2.67,10,0.82
759,20.0,57,0.005,93.137,0,0,5,2,3,16,72,17,7,196.966569,2.54,2,1.07
760,29.57,47,0.02,101.44,0,0,5,2,1,7,24,17,7,107.8682,1.93,0,1.086666666666667
761,38.0,29,2.182481242622473e-08,91.63636,0,1,5,0,0,26,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
762,39.7,30,0.005,94.426,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
763,17.0,44,4.2743890725559e-07,22.262444,0,1,5,0,2,48,24,6,14,58.933195,1.88,8,0.7683333333333334
764,50.0,5,8e-05,98.659,0,0,5,2,1,21,6,17,7,79.8658,2.806666666666667,19,0.8516666666666667
765,40.0,22,0.01,90.603,4,0,5,2,1,8,30,11,0,107.8682,1.93,0,1.086666666666667
766,5.4,95,0.00013061595,44.545456,1,0,9,0,0,28,24,16,20,261.2319,2.597272727272728,4,0.3
767,239.0,30,5.996465006486422e-14,45.495968,0,1,5,0,0,38,24,14,15,101.9612772,2.708,1,0.675
768,20.0,20,0.025,89.619,0,0,4,2,1,18,24,19,5,79.8658,2.806666666666667,19,0.8516666666666667
769,12.0,65,8.109385734227162e-05,101.78246,3,0,5,2,0,33,6,3,9,231.5326,2.75,11,0.8525
770,12.5,47,0.05,70.048,18,0,5,2,1,7,48,12,4,195.084,2.28,16,0.805
771,115.0,44,1.5021075e-08,86.15385,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
772,196.4,6,1.849725341605939e-09,88.29703,0,0,5,2,0,41,72,3,9,231.5326,2.75,11,0.8525
773,120.0,67,1.946252576214519e-07,113.04348,27,0,1,2,0,39,24,17,20,231.5326,2.75,11,0.8525
774,60.0,25,6.53591960322462e-08,82.547226,0,1,5,3,0,45,4,16,20,81.4084,2.545,20,0.88
775,280.0,88,0.005,100.28,0,0,9,11,1,1,48,15,6,60.0843,2.926666666666666,18,0.54
776,13.5,28,0.0002315326,87.846344,0,0,5,2,0,32,48,16,20,231.5326,2.75,11,0.8525
777,3.6,83,2.612319e-07,63.346615,41,0,12,4,0,25,10,17,20,261.2319,2.597272727272728,4,0.3
778,34.64,108,0.01,56.921,0,1,5,3,1,23,48,17,7,720.642,2.55,4,0.3
779,81.8,6,0.0001,93.152,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
780,150.0,25,5.42228971896412e-08,70.67669,0,1,5,3,0,45,4,16,20,79.8658,2.806666666666667,19,0.8516666666666667
781,60.21,8,0.1,36.21,0,0,9,7,1,4,24,7,7,81.4084,2.545,20,0.88
782,145.8,87,7.053159795596625e-11,98.2479,32,0,9,11,0,29,24,15,22,231.5326,2.75,11,0.8525
783,20.0,23,0.0005,88.021,0,1,5,3,3,11,24,7,7,107.8682,1.93,0,1.086666666666667
784,10.9,91,0.05,92.596,26,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
785,19.4,6,0.032,97.243,15,0,5,2,1,17,24,7,7,60.0843,2.926666666666666,18,0.54
786,28.41,45,1.422181672017595e-06,9.1694355,0,0,5,5,0,45,72,17,20,107.8682,1.93,0,1.086666666666667
787,21.2,74,0.1378765983,105.56793,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
788,18.4,94,2.249459756145038e-08,90.40404,27,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
789,17.0,44,4.2743890725559e-09,94.47964,0,1,5,0,2,48,24,6,14,58.933195,1.88,8,0.7683333333333334
790,12.0,26,0.0001621877146845,114.267265,3,0,12,2,0,43,6,3,9,231.5326,2.75,11,0.8525
791,26.0,48,4.531832531674185e-06,47.965828,0,0,5,2,0,40,48,17,20,502.311426,2.658636363636364,5,1.14
792,141.0,92,0.001,91.888,0,0,11,3,1,10,12,17,7,81.4084,2.545,20,0.88
793,22.83,48,0.025,40.155,0,0,5,2,1,16,24,19,5,79.5454,2.67,10,0.82
794,124.9,5,2.458521360223581e-11,85.71429,0,0,5,2,0,45,48,17,20,79.8658,2.806666666666667,19,0.8516666666666667
795,15.84,6,0.03,25.4,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
796,10.9,91,0.01,96.923,26,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
797,270.0,88,0.005,93.893,8,0,9,11,1,1,48,15,1,196.966569,2.54,2,1.07
798,50.0,32,0.05,41.388,11,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
799,22.0,64,0.002,77.535,0,0,5,2,1,6,24,19,5,74.69279999999999,2.675,15,0.74
800,30.0,73,5.190006869905384e-05,49.127518,16,1,5,10,0,29,72,17,20,231.5326,2.75,11,0.8525
801,45.3,30,0.02,63.816,0,1,5,2,1,14,12,17,7,81.4084,2.545,20,0.88
802,60.0,44,1.5021075e-09,98.064514,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
803,124.9,5,2.458521360223581e-13,97.85714,0,0,5,2,0,45,48,18,21,79.8658,2.806666666666667,19,0.8516666666666667
804,260.0,59,2.754320596624287e-07,44.84716,22,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
805,50.0,5,8e-05,93.049,0,0,5,2,1,21,48,19,5,79.8658,2.806666666666667,19,0.8516666666666667
806,88.5,6,3.760076999485917e-08,69.06832,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
807,1.5,99,0.15,10.054,0,0,5,10,1,2,24,7,7,195.084,2.28,16,0.805
808,957.0,30,1.59880642016515e-12,87.873982,0,1,5,0,0,38,12,14,15,231.5326,2.75,11,0.8525
809,361.4,87,7.421766059189711e-11,43.75,28,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
810,25.0,7,0.02,112.79,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
811,200.0,48,0.16,57.018,0,0,5,2,1,16,24,17,7,81.4084,2.545,20,0.88
812,20.0,47,1.044902e-05,91.49671,25,0,5,2,0,34,12,15,12,208.9804,2.02,3,1.035
813,21.0,7,0.06,103.69,0,0,5,2,1,22,3,16,7,79.8658,2.806666666666667,19,0.8516666666666667
814,361.4,90,1.855441514797428e-11,17.514124,28,0,5,2,0,31,120,15,22,231.5326,2.75,11,0.8525
815,25.0,6,0.05,87.07,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
816,14.3,99,0.0003,86.28,0,0,5,10,1,2,48,5,0,107.8682,1.93,0,1.086666666666667
817,11.69,60,5.72731585708328e-06,97.7578475,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
818,165.0,5,8.19587540268056e-11,26.024096,0,0,5,2,0,45,24,17,20,81.4084,2.545,20,0.88
819,21.7,12,1.96966569e-06,91.451065,27,0,9,12,0,32,24,17,20,196.966569,2.54,2,1.07
820,19.4,1,0.016,102.73,0,1,5,2,1,20,24,7,7,60.0843,2.926666666666666,18,0.54
821,165.0,5,2.048968850670141e-10,63.115814,0,0,5,2,0,45,6,18,21,81.4084,2.545,20,0.88
822,21.2,74,0.0098483284499999,99.42094,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
823,145.8,90,7.053159795596625e-11,53.64407,32,0,5,2,0,31,72,14,15,231.5326,2.75,11,0.8525
824,30.0,81,5.190006869905383e-06,68.59861,45,1,10,0,0,26,96,4,9,231.5326,2.75,11,0.8525
825,60.0,90,8.14084e-08,100.693115,0,0,5,2,0,31,48,16,20,81.4084,2.545,20,0.88
826,42.9,68,0.00182,3.7946,6,0,3,2,1,15,24,16,7,196.966569,2.54,2,1.07
827,21.8,48,0.09364,92.676,0,0,5,2,1,16,24,17,7,107.8682,1.93,0,1.086666666666667
828,957.0,30,1.59880642016515e-16,94.38202,0,1,5,0,0,38,12,17,20,231.5326,2.75,11,0.8525
829,14.7,22,1.027616289471819e-06,18.057663,0,0,5,2,0,35,24,20,9,107.8682,1.93,0,1.086666666666667
830,28.41,47,3.555454180043988e-07,0.0,0,0,5,2,0,34,72,3,9,107.8682,1.93,0,1.086666666666667
831,30.0,73,5.190006869905383e-07,104.270836,16,1,5,10,0,29,48,18,21,231.5326,2.75,11,0.8525
832,4.0,14,0.1,113.14,0,0,5,2,1,16,2,17,7,12.0107,2.55,4,0.3
833,13.5,47,2.344627640826832e-06,44.25,19,0,5,2,0,34,48,10,16,195.084,2.28,16,0.805
834,200.0,11,1.184606755286592e-09,79.655174,0,0,5,2,0,41,24,10,16,240.797185,2.771428571428571,8,0.7683333333333334
835,28.18,74,0.0590899706999999,106.10245,9,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
836,22.0,36,0.001,98.588,0,0,5,2,1,7,24,19,5,74.69279999999999,2.675,15,0.74
837,13.5,50,5.861569102067081e-07,96.458115,33,0,5,3,0,41,48,10,16,195.084,2.28,16,0.805
838,21.0,21,3.840352009390952e-07,87.08572,8,0,5,2,0,42,24,18,21,196.966569,2.54,2,1.07
839,29.57,47,0.08,4.8154,0,0,5,2,1,7,72,17,7,107.8682,1.93,0,1.086666666666667
840,100.0,59,0.005,91.91,0,0,9,3,1,9,72,7,7,107.8682,1.93,0,1.086666666666667
841,13.0,10,0.001298,97.461,8,0,9,3,3,11,48,19,5,196.966569,2.54,2,1.07
842,50.0,5,8e-05,99.344,0,0,5,2,1,21,6,19,5,79.8658,2.806666666666667,19,0.8516666666666667
843,52.51,6,2.761280278419176e-09,74.58716,0,0,5,2,0,41,24,17,20,79.5454,2.67,10,0.82
844,114.0,39,0.025,91.498,37,0,5,2,1,15,24,25,7,231.5326,2.75,11,0.8525
845,1.5,103,1e-05,66.174,24,0,5,14,3,11,24,17,7,196.966569,2.54,2,1.07
846,639.0,30,1.763821445214678e-13,68.47332,0,1,5,0,0,38,24,14,15,81.4084,2.545,20,0.88
847,28.41,47,2.84436334403519e-08,48.47682,0,0,5,2,0,34,48,18,21,107.8682,1.93,0,1.086666666666667
848,7.5,48,7.730097798247071e-07,5.370866,0,0,5,2,0,40,28,17,20,107.8682,1.93,0,1.086666666666667
849,5.0,91,0.01,104.44,0,0,5,2,1,4,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
850,165.0,5,8.195875402680561e-12,98.22968,0,0,5,2,0,45,3,18,21,81.4084,2.545,20,0.88
851,27.02,56,4.467769040041691e-09,77.62712,33,1,5,2,0,45,48,16,20,107.8682,1.93,0,1.086666666666667
852,20.0,47,1.044902e-06,87.04453,0,0,5,2,0,34,24,17,20,208.9804,2.02,3,1.035
853,50.0,46,0.1,52.473,0,0,5,5,1,21,4,17,7,60.0843,2.926666666666666,18,0.54
854,28.41,45,2.84436334403519e-07,38.762215,0,0,5,5,0,45,24,18,21,107.8682,1.93,0,1.086666666666667
855,12.0,19,4.054692867113581e-05,95.7779,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
856,65.0,16,0.02,77.333,0,1,5,3,4,21,96,16,7,196.966569,2.54,2,1.07
857,6.0,64,0.05,86.145,0,0,5,2,1,6,24,17,7,196.966569,2.54,2,1.07
858,20.0,20,7.484819421573773e-07,64.78261,0,0,13,2,0,42,24,18,21,79.8658,2.806666666666667,19,0.8516666666666667
859,957.0,30,1.59880642016515e-15,98.1579741,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
860,17.0,87,6.250999478865185e-08,54.383,0,0,9,11,0,29,24,14,15,81.4084,2.545,20,0.88
861,61.46,89,0.0004,81.212,0,0,12,0,1,12,24,16,7,196.966569,2.54,2,1.07
862,40.0,55,0.025,13.677,0,0,5,6,1,4,48,17,7,1526.45392,2.564830917874396,4,0.3
863,30.6,104,0.00125,82.5,0,0,5,2,3,0,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
864,22.0,36,0.01,53.017,0,0,5,2,1,7,24,19,5,74.69279999999999,2.675,15,0.74
865,29.57,46,0.1,39.247,0,0,5,5,1,21,48,19,5,107.8682,1.93,0,1.086666666666667
866,28.41,47,5.688726688070381e-08,10.833333,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
867,20.12,64,0.0025,90.0,0,0,5,2,1,6,48,17,7,195.084,2.28,16,0.805
868,19.4,6,0.064,98.315,15,0,5,2,1,17,24,7,7,60.0843,2.926666666666666,18,0.54
869,199.89,76,0.1,24.943,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
870,18.0,102,0.3,100.0,16,0,7,2,1,15,24,17,7,231.5326,2.75,11,0.8525
871,21.0,21,4.887720739224847e-07,79.2,8,0,5,2,0,42,24,18,21,196.966569,2.54,2,1.07
872,20.12,64,0.005,67.581,0,0,5,2,1,6,72,17,7,195.084,2.28,16,0.805
873,239.0,30,1.46424195801364e-11,27.435486,0,1,5,0,0,38,12,14,15,79.5454,2.67,10,0.82
874,88.5,6,1.091147106858293e-08,13.913043,0,0,5,2,0,41,24,17,20,143.0914,2.413333333333334,10,0.82
875,25.0,66,2.069265452158231e-07,62.41379,0,0,5,2,0,33,48,17,20,196.966569,2.54,2,1.07
876,165.0,5,8.195875402680561e-12,96.73376,0,0,5,2,0,45,48,18,21,81.4084,2.545,20,0.88
877,361.4,87,9.277207573987139e-12,84.09091,28,0,9,11,0,29,24,15,22,231.5326,2.75,11,0.8525
878,50.0,32,0.025,54.863,8,0,5,3,1,21,48,16,7,107.8682,1.93,0,1.086666666666667
879,65.0,16,0.002,75.778,0,1,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
880,30.0,6,0.02,27.821,0,0,5,2,1,17,48,7,7,79.5454,2.67,10,0.82
881,47.83,60,3.344671865158838e-07,73.991032,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
882,250.0,38,0.125,68.75,2,1,5,3,1,13,24,17,7,63.546,1.9,10,0.82
883,27.7,46,0.1,66.528,27,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
884,46.3,30,0.02,14.426,0,1,5,2,1,14,24,17,7,79.5454,2.67,10,0.82
885,8.0,35,0.0005,98.941,7,0,5,2,3,15,48,17,7,231.5326,2.75,11,0.8525
886,30.0,75,0.025,5.7107,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
887,957.0,30,1.59880642016515e-11,83.01417000000001,0,1,5,0,0,38,24,14,15,231.5326,2.75,11,0.8525
888,25.0,93,2.612319e-05,15.895096,0,0,5,2,0,33,24,15,12,261.2319,2.597272727272728,4,0.3
889,28.0,20,0.05,93.08,0,0,4,2,1,18,24,19,5,101.9612772,2.708,1,0.675
890,4.0,47,0.4,43.365,33,0,5,2,1,7,72,12,4,195.084,2.28,16,0.805
891,30.0,6,0.0005,104.67,0,0,5,2,1,17,48,7,7,79.5454,2.67,10,0.82
892,28.41,45,1.137745337614076e-06,22.345278,0,0,5,5,0,45,72,18,21,107.8682,1.93,0,1.086666666666667
893,10.0,91,0.05,93.069,36,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
894,46.0,70,0.0004,87.223,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
895,9.0,88,0.01,85.755,0,0,9,11,1,1,48,15,6,60.0843,2.926666666666666,18,0.54
896,25.0,44,1.5021075e-08,112.90323,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
897,8.0,77,0.407042,13.565891,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
898,20.0,18,0.8140839999999999,12.875537,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
899,13.0,87,0.0003272923920223,91.6796,0,0,9,11,0,29,24,15,11,60.0843,2.926666666666666,18,0.54
900,20.0,70,1.044902e-05,78.23529,27,0,5,3,0,30,24,15,12,208.9804,2.02,3,1.035
901,30.0,47,1.044902e-06,91.90283,52,0,5,2,0,34,24,17,20,208.9804,2.02,3,1.035
902,361.4,90,9.277207573987139e-12,37.288136,28,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
903,46.8,30,0.05,99.013,0,1,5,2,1,14,12,17,7,231.5326,2.75,11,0.8525
904,639.0,30,1.368414584861392e-11,12.87581,0,1,5,0,0,38,12,14,15,40.3044,2.375,12,0.86
905,30.0,87,9.786087107460696e-21,79.02813,0,0,9,11,0,29,96,15,12,58.933195,1.88,8,0.7683333333333334
906,159.0,6,2.478909994121943e-06,80.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
907,28.41,47,2.84436334403519e-08,9.355932,0,0,5,2,0,34,48,17,20,107.8682,1.93,0,1.086666666666667
908,40.0,55,0.02,37.226,0,0,5,6,1,4,24,17,7,1526.45392,2.564830917874396,4,0.3
909,5.4,95,1.3061595e-05,105.0,13,0,9,0,0,28,24,16,20,261.2319,2.597272727272728,4,0.3
910,67.0,6,7.650728479165161e-09,62.46575,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
911,25.0,7,0.02,120.46,0,0,5,2,1,22,3,16,7,79.8658,2.806666666666667,19,0.8516666666666667
912,60.0,44,1.5021075e-07,82.267204,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
913,29.57,47,0.06,67.284,0,0,5,2,1,7,24,19,5,107.8682,1.93,0,1.086666666666667
914,20.0,20,0.01,98.443,0,0,4,2,1,18,24,19,5,79.8658,2.806666666666667,19,0.8516666666666667
915,4.0,64,0.2,78.972,33,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
916,33.69,16,0.0004,135.36,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
917,100.33,6,0.5,72.705,0,0,5,2,1,17,24,17,7,60.0843,2.926666666666666,18,0.54
918,40.0,61,5.100385591690454e-09,48.51613,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
919,4.0,100,0.02,90.947,0,0,5,2,1,5,24,17,7,12.0107,2.55,4,0.3
920,29.57,47,0.1,40.1,0,0,5,2,1,7,24,5,0,107.8682,1.93,0,1.086666666666667
921,29.57,46,0.1,16.724,0,0,5,5,1,21,72,5,0,107.8682,1.93,0,1.086666666666667
922,21.06,76,0.1,44.39,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
923,10.0,94,0.0125,105.38,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
924,10.9,91,0.025,101.54,26,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
925,141.0,92,0.001,96.568,0,0,11,3,1,10,6,17,7,81.4084,2.545,20,0.88
926,38.0,29,5.456203106556184e-08,81.27273,0,1,5,0,0,26,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
927,21.06,6,0.05,50.797,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
928,28.41,45,3.555454180043988e-08,62.12766,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
929,40.0,22,0.1,5.9347,4,0,5,2,1,8,48,11,0,107.8682,1.93,0,1.086666666666667
930,50.0,5,8e-06,98.659,0,0,5,2,1,21,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
931,8.5,83,0.03472989,90.26,48,0,12,4,0,25,48,15,12,231.5326,2.75,11,0.8525
932,28.41,45,2.84436334403519e-07,20.521173,0,0,5,5,0,45,72,18,21,107.8682,1.93,0,1.086666666666667
933,145.8,90,1.412892587258939e-10,41.9214,32,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
934,165.0,5,8.19587540268056e-11,76.6265,0,0,5,2,0,45,6,17,20,81.4084,2.545,20,0.88
935,20.0,47,1.044902e-05,75.72383,0,0,5,2,0,34,24,15,12,208.9804,2.02,3,1.035
936,25.0,6,0.01,15.013,0,0,5,2,1,17,4,7,7,196.966569,2.54,2,1.07
937,115.0,44,1.5021075e-07,82.91498,0,1,5,0,2,48,48,4,9,60.0843,2.926666666666666,18,0.54
938,29.57,46,1.0,7.3095,0,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
939,639.0,30,6.842072924306959e-12,14.77742000000001,0,1,5,0,0,38,12,14,15,40.3044,2.375,12,0.86
940,361.4,87,9.277207573987139e-12,88.072168,28,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
941,36.0,6,7.508690494654783e-08,78.22526,0,0,5,2,0,41,24,18,21,231.5326,2.75,11,0.8525
942,20.3,59,8.529420051194141e-07,103.02621,0,0,9,3,0,27,24,17,20,172.1148,2.666666666666667,7,1.08
943,42.5,30,0.01,88.852,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
944,12.5,64,0.1,37.53,18,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
945,361.4,90,1.855441514797428e-11,57.062145,28,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
946,20.0,10,0.0046,0.61983,33,0,9,3,3,11,48,19,5,107.8682,1.93,0,1.086666666666667
947,145.8,87,1.130314069807151e-09,82.64213,32,0,9,11,0,29,24,15,22,231.5326,2.75,11,0.8525
948,20.0,61,1.020077118338091e-08,92.90323,0,0,5,2,0,35,48,9,9,107.8682,1.93,0,1.086666666666667
949,15.0,59,0.08,83.686,16,0,9,3,1,9,24,15,1,840.749,2.55,4,0.3
950,386.9,83,9.684214061846834e-12,117.192986,6,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
951,239.0,30,2.99823250324321e-10,98.8764,0,1,5,0,0,38,12,17,20,101.9612772,2.708,1,0.675
952,239.0,30,5.996465006486421e-12,101.1236,0,1,5,0,0,38,12,17,20,101.9612772,2.708,1,0.675
953,10.0,91,0.01,103.22,36,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
954,29.57,47,0.02,92.346,0,0,5,2,1,7,24,5,0,107.8682,1.93,0,1.086666666666667
955,33.69,16,0.0002,78.261,0,0,5,3,4,21,96,16,7,196.966569,2.54,2,1.07
956,46.3,30,0.02,45.215,0,1,5,2,1,14,12,17,7,79.5454,2.67,10,0.82
957,6.0,47,0.2,47.09,0,0,5,2,1,7,24,17,7,196.966569,2.54,2,1.07
958,47.0,16,0.04,109.13,0,1,5,3,4,21,96,16,7,107.8682,1.93,0,1.086666666666667
959,21.06,48,0.5,58.151,0,0,5,2,1,16,24,17,7,60.0843,2.926666666666666,18,0.54
960,50.0,6,0.1,70.324,11,0,5,2,1,17,48,16,7,107.8682,1.93,0,1.086666666666667
961,49.0,41,4.231415512281526e-07,37.13592,0,1,5,11,0,29,24,15,12,502.311426,2.658636363636364,5,1.14
962,361.4,90,7.421766059189711e-11,85.335679,28,0,5,2,0,31,24,14,15,231.5326,2.75,11,0.8525
963,25.0,6,0.001,97.742,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
964,145.8,90,1.130314069807151e-09,10.665605,32,0,5,2,0,31,120,15,22,231.5326,2.75,11,0.8525
965,100.33,6,0.2,65.757,0,0,5,2,1,17,24,17,7,60.0843,2.926666666666666,18,0.54
966,45.3,30,1e-06,92.131,0,1,5,2,1,14,24,17,7,81.4084,2.545,20,0.88
967,155.0,6,5.893280232421436e-06,14.311927,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
968,38.0,44,2.182481242622473e-08,88.90909,0,1,5,0,2,48,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
969,27.02,56,2.233884520020845e-09,102.71186,33,1,5,2,0,45,24,16,20,107.8682,1.93,0,1.086666666666667
970,30.29,15,0.08,45.873,16,0,12,3,1,5,24,17,7,720.642,2.55,4,0.3
971,45.3,44,0.06,55.473,14,1,5,0,3,24,24,7,7,231.5326,2.75,11,0.8525
972,35.0,6,1.396584381867993e-07,78.76518,0,0,5,2,0,41,4,24,20,79.8658,2.806666666666667,19,0.8516666666666667
973,361.4,90,9.277207573987139e-12,101.437775,28,0,5,2,0,31,72,16,20,231.5326,2.75,11,0.8525
974,60.0,25,6.603381027018905e-08,4.0560975,0,1,5,3,0,45,24,16,20,81.4084,2.545,20,0.88
975,50.0,75,0.005,83.122,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
976,13.5,50,2.344627640826832e-06,23.547125,19,0,5,3,0,41,72,10,16,195.084,2.28,16,0.805
977,165.0,5,2.048968850670141e-10,6.506024,0,0,5,2,0,45,48,17,20,81.4084,2.545,20,0.88
978,957.0,30,3.1976128403303e-12,85.97829300000001,0,1,5,0,0,38,12,14,15,231.5326,2.75,11,0.8525
979,20.0,47,1.044902e-06,77.57576,25,0,5,2,0,34,24,17,20,208.9804,2.02,3,1.035
980,30.0,73,5.190006869905384e-10,103.541664,16,1,5,10,0,29,48,18,21,231.5326,2.75,11,0.8525
981,100.0,91,0.02,86.463,0,0,5,2,1,4,3,19,5,81.4084,2.545,20,0.88
982,30.0,73,2.076002747962153e-06,93.59074,16,0,5,10,0,29,168,18,21,231.5326,2.75,11,0.8525
983,20.0,10,0.001,92.562,33,0,9,3,3,11,48,19,5,107.8682,1.93,0,1.086666666666667
984,30.0,44,0.004,87.523,8,1,5,0,3,24,24,7,7,195.084,2.28,16,0.805
985,12.5,47,0.2,78.836,8,0,5,2,1,7,24,17,7,196.966569,2.54,2,1.07
986,88.5,6,1.091147106858293e-07,3.9751554,0,0,5,2,0,41,24,17,20,143.0914,2.413333333333334,10,0.82
987,33.0,90,7.954540000000001e-06,98.91648,0,0,5,2,0,31,48,15,12,79.5454,2.67,10,0.82
988,114.0,39,0.4,52.227,37,0,5,2,1,15,24,25,7,231.5326,2.75,11,0.8525
989,59.72,76,0.2,42.683,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
990,33.0,28,0.0007954539999999,90.06772,0,0,5,2,0,32,48,15,12,79.5454,2.67,10,0.82
991,46.3,30,0.01,63.366,0,1,5,2,1,14,12,17,7,79.5454,2.67,10,0.82
992,165.0,5,5.122422126675351e-11,88.99784,0,0,5,2,0,45,24,18,21,81.4084,2.545,20,0.88
993,114.0,39,0.2,69.838,37,0,5,2,1,15,24,25,7,231.5326,2.75,11,0.8525
994,14.7,22,2.569040723679548e-07,72.23065,0,0,5,2,0,35,24,20,9,107.8682,1.93,0,1.086666666666667
995,30.0,15,0.1,75.413,16,0,12,3,1,5,24,17,7,720.642,2.55,4,0.3
996,30.0,81,5.190006869905383e-07,104.96454,45,1,10,0,0,26,36,4,9,231.5326,2.75,11,0.8525
997,79.6,84,2.064876065002342e-10,77.62113,0,0,5,2,0,44,24,25,20,78.96,2.55,17,1.013333333333333
998,12.5,109,1.7936663742393e-05,72.867615,0,0,5,3,0,37,26,17,20,231.5326,2.75,11,0.8525
